u'establishment'	5
u'lodging'	4
u'food'	3
u'university'	2
u'meal_takeaway'	2
u'store'	2
u'atm'	1
u'stadium'	1
u'pharmacy'	1
u'restaurant'	1
u'movie_theater'	1
u'church'	1
