"latitude"	"longitude"	"rate"	"size"
40.7726090446972	-73.9702104250284	0.343189017951426	1894
40.7505776026597	-73.9931879760476	0.409649122807018	1140
40.7220624592641	-73.9589115955847	0.433466590519703	1751
40.6929028978959	-74.016313719387	0.467266775777414	1222
40.7221497612504	-73.9577373442738	0.479426096372496	3694
40.7249090995349	-73.9683177279651	0.48036253776435	331
40.6829020624743	-73.9760637957593	0.481667394151026	4582
40.7397975096953	-74.0070813046689	0.483341875961046	1951
40.7354704858081	-74.0074656027525	0.49034749034749	777
40.6632710825602	-73.9764784541064	0.493129770992366	655
40.7007601903448	-74.0236461862069	0.508474576271186	59
40.7106789474178	-73.9659288678075	0.511600237953599	1681
40.7408499711619	-74.0083096104488	0.513239436619718	1775
40.7299838364775	-73.9977099392172	0.51928504233302	1063
40.7692094353846	-74.00047852583	0.520388349514563	515
40.7255877931918	-73.9556513226887	0.523952095808383	1336
40.6644600415937	-73.8880462716714	0.52549286199864	1471
40.7501871639861	-74.0030120853611	0.529411764705882	1530
40.7315592058274	-73.9889285712205	0.538805136795087	1791
40.7336596373046	-73.9928904133693	0.539130434782609	805
40.7041447852364	-73.9863119784364	0.540133779264214	598
40.6586522980392	-74.0318801156863	0.540540540540541	111
40.6973180643178	-73.9794374115344	0.541369863013699	1825
40.6316905873684	-73.9330808398583	0.541743970315399	1078
40.6589222618777	-73.9445171160699	0.543824701195219	1004
40.7200934370533	-73.9871375733467	0.544626593806922	1647
40.7408416222372	-74.0065575684367	0.547008547008547	819
40.7468329003966	-73.889092847655	0.547212741751991	1758
40.7232182768562	-73.9639354232776	0.549019607843137	663
40.7185780102517	-73.989390037947	0.549560117302053	1705
40.7402454676026	-74.0058051803324	0.549972082635399	1791
40.7096339828207	-73.9372993772429	0.552546045503792	923
40.7522641610515	-74.0038243271546	0.552995391705069	1085
40.698877129637	-74.0148281548185	0.555066079295154	227
40.7336386563889	-74.0058380504444	0.557467732022127	1627
40.7231533060767	-73.9509981341505	0.558946738479952	1671
40.6560933113098	-74.008137914891	0.560199625701809	1603
40.7166725950569	-73.9619715462909	0.560747663551402	1391
40.7653263766157	-73.9182254566348	0.561609388097234	1193
40.7279276984656	-73.9983709377524	0.56199821587868	1121
40.7216451240396	-73.9935647732673	0.562391681109185	1154
40.7383823539701	-73.9881171683518	0.562749003984064	1004
40.7227633480865	-73.9548490599433	0.563150074294205	673
40.6401710743267	-73.9193304106013	0.566793893129771	1048
40.7296933341945	-73.991791476383	0.567674113009198	761
40.7368416000658	-74.15066923625	0.569405099150142	353
40.7528776780635	-73.9942667250681	0.569941444372154	1537
40.7253557059091	-74.0026837681818	0.570541259982254	1127
40.7315840727215	-74.0034863355188	0.570758405003909	1279
40.7277046754474	-73.981249476808	0.571553994732221	1139
40.6676170590443	-73.9496529820047	0.572283150548355	1003
40.7051799568499	-73.9327761910456	0.572737686139748	1746
40.7269767786299	-73.9918000607566	0.57292576419214	1145
40.7189988874011	-73.9584937231073	0.573493975903615	1245
40.6491425356582	-73.9302401915717	0.574058577405858	1195
40.7375347403315	-73.9645750464088	0.575117370892019	426
40.7299720746603	-73.9809500494155	0.575452716297787	1491
40.6863474026786	-74.0429183560714	0.575757575757576	132
40.8970585338474	-73.8452933568685	0.576351752822341	1683
40.7477125420412	-73.9868908246598	0.576788830715532	1146
40.725805661206	-73.9897039761695	0.577142857142857	875
40.7253784640158	-73.9923033023017	0.577662721893491	1352
40.7454741871846	-73.9880983852195	0.577678070667415	1783
40.7622684810626	-73.9801953828444	0.578238719068413	2748
40.7294000952844	-73.9581727401935	0.57929036929761	1381
40.7645147752273	-73.9957078135294	0.579775280898876	1780
40.6431745404762	-74.1616049214286	0.58	100
40.7154990318364	-73.965339709034	0.580908032596042	859
40.7068311683819	-73.9234679238796	0.581291759465479	1796
40.7188518255041	-73.9933399152736	0.583740831295844	1636
40.7547967257201	-73.9772404672892	0.585750315258512	1586
40.7339287687822	-73.958854789274	0.585838991270611	1031
40.7471957920163	-73.985424430202	0.586143470263642	1631
40.7580858935841	-73.9838130365066	0.586378737541528	1204
40.7483131935208	-73.880122608209	0.586607142857143	1120
40.7081693213584	-73.9287690238439	0.586618876941458	837
40.7326952320513	-73.9983850361905	0.588855421686747	664
40.7178638233691	-73.9576042087248	0.589305402425579	1814
40.7194820192121	-73.9606247749697	0.589347934295669	2009
40.757342330929	-73.9898914196972	0.589991220368745	1139
40.7420673855211	-73.9984867363193	0.590372388737511	1101
40.7721423922201	-73.9946422137786	0.590625	1280
40.7724551146122	-73.9676489149789	0.590666666666667	750
40.7503364372026	-73.9947300837886	0.591359135913591	1111
40.7475963170465	-73.8869198160065	0.591817316841104	2102
40.7276296899537	-73.9929933961806	0.592067988668555	1059
40.6570055919207	-73.7523017248701	0.592424242424242	660
40.8173836108088	-73.9481446233438	0.59253499222395	1286
40.7057946327723	-73.9369012717162	0.592741935483871	744
40.7324690202402	-73.9962924322908	0.593103448275862	435
40.7368671879263	-73.9905830333079	0.594262295081967	1464
40.7352800123941	-74.0006503808475	0.594849785407725	1165
40.7267385949471	-74.0321260487566	0.595289079229122	934
40.7272563570496	-74.0000615506649	0.595729537366548	1405
40.6958146966667	-74.0370317180702	0.595744680851064	141
40.7199895267174	-73.9850779171912	0.596035543403964	1463
40.7302213879633	-73.9835094077659	0.596153846153846	936
40.7424855341416	-74.0006113583262	0.596187175043328	1154
40.7190237079303	-73.9969274586885	0.597359735973597	1212
40.7603675388578	-73.9871642565482	0.598432457353619	2169
40.6803497653684	-73.9619666396	0.598817567567568	1184
40.7459632459948	-73.9475065083172	0.599020293911826	1429
40.7335623811429	-74.0022084991429	0.599375650364204	961
40.7171841692299	-73.9596721327357	0.599616858237548	2088
