34.112153889074	-118.339207314785	0.223988439306358	2076
33.6378897272007	-117.750571923879	0.409656545545047	2009
33.905549142	-118.535066388	0.411764705882353	34
34.0434237065646	-118.267363718915	0.436763129689175	1866
34.0159823802717	-118.289097934083	0.474160895045285	1877
34.1195521267433	-118.296411562701	0.477902621722846	1335
33.6664766150544	-117.904779693281	0.488372093023256	1376
34.1010630629407	-118.336025191465	0.501413227812323	1769
34.2106581050984	-118.355854997781	0.512526096033403	1916
34.0124695009232	-118.284893057107	0.550221099178774	1583
34.0455544730146	-118.237162706576	0.558163797600417	1917
34.1103619204023	-118.264083400088	0.561072492552135	2014
34.2042379713415	-118.365774811044	0.562936495046289	6157
34.0092772216768	-118.496235037866	0.570399476096922	1527
34.2031209679851	-118.305763639328	0.57051282051282	312
33.7625490649384	-118.18897488289	0.586938775510204	1225
33.6673015515238	-117.901399739221	0.58854559155991	1327
33.9583226913459	-118.342224542375	0.589696412143514	2174
34.0835916166184	-118.38542657147	0.589983022071307	3534
33.7002029693168	-117.918023000579	0.592592592592593	2970
33.8001432551138	-117.882766882742	0.593399939448986	3303
34.1014364434988	-118.328835368771	0.594244604316547	2085
33.8120511272445	-117.917537466989	0.594924353343094	2049
